agent_type,y_param,y_value,regen_rate,n_trials,collapse_prob,mean_collapse_time
coop,max_harvest_per_step,8.0,0.6,30,0.0,
coop,max_harvest_per_step,8.0,0.65,30,0.0,
coop,max_harvest_per_step,8.0,0.7,30,0.0,
coop,max_harvest_per_step,8.0,0.75,30,0.0,
coop,max_harvest_per_step,8.0,0.8,30,0.0,
coop,max_harvest_per_step,10.0,0.05,30,0.0,
coop,max_harvest_per_step,10.0,0.1,30,0.0,
coop,max_harvest_per_step,10.0,0.15,30,0.0,
coop,max_harvest_per_step,10.0,0.2,30,0.0,
coop,max_harvest_per_step,10.0,0.25,30,0.0,
coop,max_harvest_per_step,10.0,0.3,30,0.0,
coop,max_harvest_per_step,10.0,0.35,30,0.0,
coop,max_harvest_per_step,10.0,0.4,30,0.0,
coop,max_harvest_per_step,10.0,0.45,30,0.0,
coop,max_harvest_per_step,10.0,0.5,30,0.0,
coop,max_harvest_per_step,10.0,0.55,30,0.0,
coop,max_harvest_per_step,10.0,0.6,30,0.0,
coop,max_harvest_per_step,10.0,0.65,30,0.0,
coop,max_harvest_per_step,10.0,0.7,30,0.0,
coop,max_harvest_per_step,10.0,0.75,30,0.0,
coop,max_harvest_per_step,10.0,0.8,30,0.0,
coop,max_harvest_per_step,12.0,0.05,30,0.0,
coop,max_harvest_per_step,12.0,0.1,30,0.0,
coop,max_harvest_per_step,12.0,0.15,30,0.0,
coop,max_harvest_per_step,12.0,0.2,30,0.0,
coop,max_harvest_per_step,12.0,0.25,30,0.0,
coop,max_harvest_per_step,12.0,0.3,30,0.0,
coop,max_harvest_per_step,12.0,0.35,30,0.0,
coop,max_harvest_per_step,12.0,0.4,30,0.0,
coop,max_harvest_per_step,12.0,0.45,30,0.0,
coop,max_harvest_per_step,12.0,0.5,30,0.0,
coop,max_harvest_per_step,12.0,0.55,30,0.0,
coop,max_harvest_per_step,12.0,0.6,30,0.0,
coop,max_harvest_per_step,12.0,0.65,30,0.0,
coop,max_harvest_per_step,12.0,0.7,30,0.0,
coop,max_harvest_per_step,12.0,0.75,30,0.0,
coop,max_harvest_per_step,12.0,0.8,30,0.0,
coop,max_harvest_per_step,14.0,0.05,30,0.0,
coop,max_harvest_per_step,14.0,0.1,30,0.0,
coop,max_harvest_per_step,14.0,0.15,30,0.0,
coop,max_harvest_per_step,14.0,0.2,30,0.0,
coop,max_harvest_per_step,14.0,0.25,30,0.0,
coop,max_harvest_per_step,14.0,0.3,30,0.0,
coop,max_harvest_per_step,14.0,0.35,30,0.0,
coop,max_harvest_per_step,14.0,0.4,30,0.0,
coop,max_harvest_per_step,14.0,0.45,30,0.0,
coop,max_harvest_per_step,14.0,0.5,30,0.0,
coop,max_harvest_per_step,14.0,0.55,30,0.0,
coop,max_harvest_per_step,14.0,0.6,30,0.0,
coop,max_harvest_per_step,14.0,0.65,30,0.0,
coop,max_harvest_per_step,14.0,0.7,30,0.0,
coop,max_harvest_per_step,14.0,0.75,30,0.0,
coop,max_harvest_per_step,14.0,0.8,30,0.0,
coop,max_harvest_per_step,16.0,0.05,30,0.0,
coop,max_harvest_per_step,16.0,0.1,30,0.0,
coop,max_harvest_per_step,16.0,0.15,30,0.0,
coop,max_harvest_per_step,16.0,0.2,30,0.0,
coop,max_harvest_per_step,16.0,0.25,30,0.0,
coop,max_harvest_per_step,16.0,0.3,30,0.0,
coop,max_harvest_per_step,16.0,0.35,30,0.0,
coop,max_harvest_per_step,16.0,0.4,30,0.0,
coop,max_harvest_per_step,16.0,0.45,30,0.0,
coop,max_harvest_per_step,16.0,0.5,30,0.0,
coop,max_harvest_per_step,16.0,0.55,30,0.0,
coop,max_harvest_per_step,16.0,0.6,30,0.0,
coop,max_harvest_per_step,16.0,0.65,30,0.0,
coop,max_harvest_per_step,16.0,0.7,30,0.0,
coop,max_harvest_per_step,16.0,0.75,30,0.0,
coop,max_harvest_per_step,16.0,0.8,30,0.0,
coop,max_harvest_per_step,18.0,0.05,30,0.0,
coop,max_harvest_per_step,18.0,0.1,30,0.0,
coop,max_harvest_per_step,18.0,0.15,30,0.0,
coop,max_harvest_per_step,18.0,0.2,30,0.0,
coop,max_harvest_per_step,18.0,0.25,30,0.0,
coop,max_harvest_per_step,18.0,0.3,30,0.0,
coop,max_harvest_per_step,18.0,0.35,30,0.0,
coop,max_harvest_per_step,18.0,0.4,30,0.0,
coop,max_harvest_per_step,18.0,0.45,30,0.0,
coop,max_harvest_per_step,18.0,0.5,30,0.0,
coop,max_harvest_per_step,18.0,0.55,30,0.0,
coop,max_harvest_per_step,18.0,0.6,30,0.0,
coop,max_harvest_per_step,18.0,0.65,30,0.0,
coop,max_harvest_per_step,18.0,0.7,30,0.0,
coop,max_harvest_per_step,18.0,0.75,30,0.0,
coop,max_harvest_per_step,18.0,0.8,30,0.0,
coop,max_harvest_per_step,20.0,0.05,30,0.0,
coop,max_harvest_per_step,20.0,0.1,30,0.0,
coop,max_harvest_per_step,20.0,0.15,30,0.0,
coop,max_harvest_per_step,20.0,0.2,30,0.0,
coop,max_harvest_per_step,20.0,0.25,30,0.0,
coop,max_harvest_per_step,20.0,0.3,30,0.0,
coop,max_harvest_per_step,20.0,0.35,30,0.0,
coop,max_harvest_per_step,20.0,0.4,30,0.0,
coop,max_harvest_per_step,20.0,0.45,30,0.0,
coop,max_harvest_per_step,20.0,0.5,30,0.0,
coop,max_harvest_per_step,20.0,0.55,30,0.0,
coop,max_harvest_per_step,20.0,0.6,30,0.0,
coop,max_harvest_per_step,20.0,0.65,30,0.0,
coop,max_harvest_per_step,20.0,0.7,30,0.0,
coop,max_harvest_per_step,20.0,0.75,30,0.0,
coop,max_harvest_per_step,20.0,0.8,30,0.0,
