agent_type,y_param,y_value,regen_rate,n_trials,collapse_prob,mean_collapse_time
greedy,max_harvest_per_step,2.0,1.13,50,0.0,
greedy,max_harvest_per_step,2.0,1.14,50,0.0,
greedy,max_harvest_per_step,2.0,1.15,50,0.0,
greedy,max_harvest_per_step,2.0,1.16,50,0.0,
greedy,max_harvest_per_step,2.0,1.17,50,0.0,
greedy,max_harvest_per_step,2.0,1.18,50,0.0,
greedy,max_harvest_per_step,2.0,1.19,50,0.0,
greedy,max_harvest_per_step,2.0,1.2,50,0.0,
greedy,max_harvest_per_step,3.0,0.75,50,1.0,6.0
greedy,max_harvest_per_step,3.0,0.76,50,1.0,6.0
greedy,max_harvest_per_step,3.0,0.77,50,1.0,6.0
greedy,max_harvest_per_step,3.0,0.78,50,1.0,6.0
greedy,max_harvest_per_step,3.0,0.79,50,1.0,6.0
greedy,max_harvest_per_step,3.0,0.8,50,1.0,6.0
greedy,max_harvest_per_step,3.0,0.81,50,1.0,6.0
greedy,max_harvest_per_step,3.0,0.82,50,1.0,6.0
greedy,max_harvest_per_step,3.0,0.83,50,1.0,6.0
greedy,max_harvest_per_step,3.0,0.84,50,1.0,6.0
greedy,max_harvest_per_step,3.0,0.85,50,1.0,7.0
greedy,max_harvest_per_step,3.0,0.86,50,1.0,7.0
greedy,max_harvest_per_step,3.0,0.87,50,1.0,7.0
greedy,max_harvest_per_step,3.0,0.88,50,1.0,7.0
greedy,max_harvest_per_step,3.0,0.89,50,1.0,7.0
greedy,max_harvest_per_step,3.0,0.9,50,1.0,7.0
greedy,max_harvest_per_step,3.0,0.91,50,1.0,7.0
greedy,max_harvest_per_step,3.0,0.92,50,1.0,8.0
greedy,max_harvest_per_step,3.0,0.93,50,1.0,8.0
greedy,max_harvest_per_step,3.0,0.94,50,1.0,8.0
greedy,max_harvest_per_step,3.0,0.95,50,1.0,8.0
greedy,max_harvest_per_step,3.0,0.96,50,1.0,8.0
greedy,max_harvest_per_step,3.0,0.97,50,1.0,9.0
greedy,max_harvest_per_step,3.0,0.98,50,1.0,9.0
greedy,max_harvest_per_step,3.0,0.99,50,1.0,9.0
greedy,max_harvest_per_step,3.0,1.0,50,1.0,9.0
greedy,max_harvest_per_step,3.0,1.01,50,1.0,10.0
greedy,max_harvest_per_step,3.0,1.02,50,1.0,10.0
greedy,max_harvest_per_step,3.0,1.03,50,1.0,10.0
greedy,max_harvest_per_step,3.0,1.04,50,1.0,11.0
greedy,max_harvest_per_step,3.0,1.05,50,1.0,11.0
greedy,max_harvest_per_step,3.0,1.06,50,1.0,12.0
greedy,max_harvest_per_step,3.0,1.07,50,1.0,12.0
greedy,max_harvest_per_step,3.0,1.08,50,1.0,13.0
greedy,max_harvest_per_step,3.0,1.09,50,1.0,13.0
greedy,max_harvest_per_step,3.0,1.1,50,1.0,14.0
greedy,max_harvest_per_step,3.0,1.11,50,1.0,15.0
greedy,max_harvest_per_step,3.0,1.12,50,1.0,16.0
greedy,max_harvest_per_step,3.0,1.13,50,1.0,18.0
greedy,max_harvest_per_step,3.0,1.14,50,1.0,19.0
greedy,max_harvest_per_step,3.0,1.15,50,1.0,22.0
greedy,max_harvest_per_step,3.0,1.16,50,1.0,24.0
greedy,max_harvest_per_step,3.0,1.17,50,1.0,29.0
greedy,max_harvest_per_step,3.0,1.18,50,1.0,36.0
greedy,max_harvest_per_step,3.0,1.19,50,1.0,53.0
greedy,max_harvest_per_step,3.0,1.2,50,0.0,
greedy,max_harvest_per_step,4.0,0.75,50,1.0,3.0
greedy,max_harvest_per_step,4.0,0.76,50,1.0,3.0
greedy,max_harvest_per_step,4.0,0.77,50,1.0,3.0
greedy,max_harvest_per_step,4.0,0.78,50,1.0,3.0
greedy,max_harvest_per_step,4.0,0.79,50,1.0,3.0
greedy,max_harvest_per_step,4.0,0.8,50,1.0,3.0
greedy,max_harvest_per_step,4.0,0.81,50,1.0,3.0
greedy,max_harvest_per_step,4.0,0.82,50,1.0,3.0
greedy,max_harvest_per_step,4.0,0.83,50,1.0,3.0
greedy,max_harvest_per_step,4.0,0.84,50,1.0,3.0
greedy,max_harvest_per_step,4.0,0.85,50,1.0,3.0
greedy,max_harvest_per_step,4.0,0.86,50,1.0,3.0
greedy,max_harvest_per_step,4.0,0.87,50,1.0,3.0
greedy,max_harvest_per_step,4.0,0.88,50,1.0,3.0
greedy,max_harvest_per_step,4.0,0.89,50,1.0,3.0
greedy,max_harvest_per_step,4.0,0.9,50,1.0,3.0
greedy,max_harvest_per_step,4.0,0.91,50,1.0,4.0
greedy,max_harvest_per_step,4.0,0.92,50,1.0,4.0
greedy,max_harvest_per_step,4.0,0.93,50,1.0,4.0
greedy,max_harvest_per_step,4.0,0.94,50,1.0,4.0
greedy,max_harvest_per_step,4.0,0.95,50,1.0,4.0
greedy,max_harvest_per_step,4.0,0.96,50,1.0,4.0
greedy,max_harvest_per_step,4.0,0.97,50,1.0,4.0
greedy,max_harvest_per_step,4.0,0.98,50,1.0,4.0
greedy,max_harvest_per_step,4.0,0.99,50,1.0,4.0
greedy,max_harvest_per_step,4.0,1.0,50,1.0,4.0
greedy,max_harvest_per_step,4.0,1.01,50,1.0,4.0
greedy,max_harvest_per_step,4.0,1.02,50,1.0,4.0
greedy,max_harvest_per_step,4.0,1.03,50,1.0,4.0
greedy,max_harvest_per_step,4.0,1.04,50,1.0,4.0
greedy,max_harvest_per_step,4.0,1.05,50,1.0,4.0
greedy,max_harvest_per_step,4.0,1.06,50,1.0,4.0
greedy,max_harvest_per_step,4.0,1.07,50,1.0,4.0
greedy,max_harvest_per_step,4.0,1.08,50,1.0,4.0
greedy,max_harvest_per_step,4.0,1.09,50,1.0,4.0
greedy,max_harvest_per_step,4.0,1.1,50,1.0,4.0
greedy,max_harvest_per_step,4.0,1.11,50,1.0,4.0
greedy,max_harvest_per_step,4.0,1.12,50,1.0,4.0
greedy,max_harvest_per_step,4.0,1.13,50,1.0,4.0
greedy,max_harvest_per_step,4.0,1.14,50,1.0,5.0
greedy,max_harvest_per_step,4.0,1.15,50,1.0,5.0
greedy,max_harvest_per_step,4.0,1.16,50,1.0,5.0
greedy,max_harvest_per_step,4.0,1.17,50,1.0,5.0
greedy,max_harvest_per_step,4.0,1.18,50,1.0,5.0
greedy,max_harvest_per_step,4.0,1.19,50,1.0,5.0
greedy,max_harvest_per_step,4.0,1.2,50,1.0,5.0
greedy,max_harvest_per_step,5.0,0.75,50,1.0,2.0
greedy,max_harvest_per_step,5.0,0.76,50,1.0,2.0
greedy,max_harvest_per_step,5.0,0.77,50,1.0,2.0
greedy,max_harvest_per_step,5.0,0.78,50,1.0,2.0
greedy,max_harvest_per_step,5.0,0.79,50,1.0,2.0
greedy,max_harvest_per_step,5.0,0.8,50,1.0,2.0
greedy,max_harvest_per_step,5.0,0.81,50,1.0,2.0
greedy,max_harvest_per_step,5.0,0.82,50,1.0,2.0
greedy,max_harvest_per_step,5.0,0.83,50,1.0,2.0
greedy,max_harvest_per_step,5.0,0.84,50,1.0,2.0
greedy,max_harvest_per_step,5.0,0.85,50,1.0,2.0
greedy,max_harvest_per_step,5.0,0.86,50,1.0,2.0
greedy,max_harvest_per_step,5.0,0.87,50,1.0,2.0
greedy,max_harvest_per_step,5.0,0.88,50,1.0,2.0
greedy,max_harvest_per_step,5.0,0.89,50,1.0,2.0
greedy,max_harvest_per_step,5.0,0.9,50,1.0,2.0
greedy,max_harvest_per_step,5.0,0.91,50,1.0,2.0
greedy,max_harvest_per_step,5.0,0.92,50,1.0,2.0
greedy,max_harvest_per_step,5.0,0.93,50,1.0,2.0
greedy,max_harvest_per_step,5.0,0.94,50,1.0,2.0
greedy,max_harvest_per_step,5.0,0.95,50,1.0,2.0
greedy,max_harvest_per_step,5.0,0.96,50,1.0,2.0
greedy,max_harvest_per_step,5.0,0.97,50,1.0,2.0
greedy,max_harvest_per_step,5.0,0.98,50,1.0,2.0
greedy,max_harvest_per_step,5.0,0.99,50,1.0,2.0
greedy,max_harvest_per_step,5.0,1.0,50,1.0,2.0
greedy,max_harvest_per_step,5.0,1.01,50,1.0,2.0
greedy,max_harvest_per_step,5.0,1.02,50,1.0,2.0
greedy,max_harvest_per_step,5.0,1.03,50,1.0,2.0
greedy,max_harvest_per_step,5.0,1.04,50,1.0,2.0
greedy,max_harvest_per_step,5.0,1.05,50,1.0,2.0
greedy,max_harvest_per_step,5.0,1.06,50,1.0,2.0
greedy,max_harvest_per_step,5.0,1.07,50,1.0,2.0
greedy,max_harvest_per_step,5.0,1.08,50,1.0,2.0
greedy,max_harvest_per_step,5.0,1.09,50,1.0,2.0
greedy,max_harvest_per_step,5.0,1.1,50,1.0,2.0
greedy,max_harvest_per_step,5.0,1.11,50,1.0,2.0
greedy,max_harvest_per_step,5.0,1.12,50,1.0,3.0
greedy,max_harvest_per_step,5.0,1.13,50,1.0,3.0
greedy,max_harvest_per_step,5.0,1.14,50,1.0,3.0
greedy,max_harvest_per_step,5.0,1.15,50,1.0,3.0
greedy,max_harvest_per_step,5.0,1.16,50,1.0,3.0
greedy,max_harvest_per_step,5.0,1.17,50,1.0,3.0
greedy,max_harvest_per_step,5.0,1.18,50,1.0,3.0
greedy,max_harvest_per_step,5.0,1.19,50,1.0,3.0
greedy,max_harvest_per_step,5.0,1.2,50,1.0,3.0
greedy,max_harvest_per_step,6.0,0.75,50,1.0,1.0
greedy,max_harvest_per_step,6.0,0.76,50,1.0,1.0
greedy,max_harvest_per_step,6.0,0.77,50,1.0,1.0
greedy,max_harvest_per_step,6.0,0.78,50,1.0,1.0
greedy,max_harvest_per_step,6.0,0.79,50,1.0,1.0
greedy,max_harvest_per_step,6.0,0.8,50,1.0,1.0
greedy,max_harvest_per_step,6.0,0.81,50,1.0,1.0
greedy,max_harvest_per_step,6.0,0.82,50,1.0,1.0
greedy,max_harvest_per_step,6.0,0.83,50,1.0,1.0
greedy,max_harvest_per_step,6.0,0.84,50,1.0,1.0
greedy,max_harvest_per_step,6.0,0.85,50,1.0,1.0
greedy,max_harvest_per_step,6.0,0.86,50,1.0,2.0
greedy,max_harvest_per_step,6.0,0.87,50,1.0,2.0
greedy,max_harvest_per_step,6.0,0.88,50,1.0,2.0
greedy,max_harvest_per_step,6.0,0.89,50,1.0,2.0
greedy,max_harvest_per_step,6.0,0.9,50,1.0,2.0
greedy,max_harvest_per_step,6.0,0.91,50,1.0,2.0
greedy,max_harvest_per_step,6.0,0.92,50,1.0,2.0
greedy,max_harvest_per_step,6.0,0.93,50,1.0,2.0
greedy,max_harvest_per_step,6.0,0.94,50,1.0,2.0
greedy,max_harvest_per_step,6.0,0.95,50,1.0,2.0
greedy,max_harvest_per_step,6.0,0.96,50,1.0,2.0
greedy,max_harvest_per_step,6.0,0.97,50,1.0,2.0
greedy,max_harvest_per_step,6.0,0.98,50,1.0,2.0
greedy,max_harvest_per_step,6.0,0.99,50,1.0,2.0
greedy,max_harvest_per_step,6.0,1.0,50,1.0,2.0
greedy,max_harvest_per_step,6.0,1.01,50,1.0,2.0
greedy,max_harvest_per_step,6.0,1.02,50,1.0,2.0
greedy,max_harvest_per_step,6.0,1.03,50,1.0,2.0
greedy,max_harvest_per_step,6.0,1.04,50,1.0,2.0
greedy,max_harvest_per_step,6.0,1.05,50,1.0,2.0
greedy,max_harvest_per_step,6.0,1.06,50,1.0,2.0
greedy,max_harvest_per_step,6.0,1.07,50,1.0,2.0
greedy,max_harvest_per_step,6.0,1.08,50,1.0,2.0
greedy,max_harvest_per_step,6.0,1.09,50,1.0,2.0
greedy,max_harvest_per_step,6.0,1.1,50,1.0,2.0
greedy,max_harvest_per_step,6.0,1.11,50,1.0,2.0
greedy,max_harvest_per_step,6.0,1.12,50,1.0,2.0
greedy,max_harvest_per_step,6.0,1.13,50,1.0,2.0
greedy,max_harvest_per_step,6.0,1.14,50,1.0,2.0
greedy,max_harvest_per_step,6.0,1.15,50,1.0,2.0
greedy,max_harvest_per_step,6.0,1.16,50,1.0,2.0
greedy,max_harvest_per_step,6.0,1.17,50,1.0,2.0
greedy,max_harvest_per_step,6.0,1.18,50,1.0,2.0
greedy,max_harvest_per_step,6.0,1.19,50,1.0,2.0
greedy,max_harvest_per_step,6.0,1.2,50,1.0,2.0
